run_id,condition,success,timeout,trial_type,trial_index,time_elapsed,internal_node_id,rt,response,ttype,stimulus,slider_start,word,im_mem,completioncode
106,1,"""","""",html-slider-response,22,158331,0.0-7.8-1.8,9780.7,4,rep_rating,"<div class = ""display"">cheese nachos</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Cheese-Nachos.jpg></img>",28.89450149,cheese nachos,0.658536585,""""
106,1,"""","""",html-keyboard-response,23,162347,0.0-7.9-0.9,null,null,view_stimuli,"<div class = ""display"">broccoli and cauliflower</div>","""","""","""",""""
106,1,"""","""",html-slider-response,24,167633,0.0-7.9-1.9,5281.2,82,rep_rating,"<div class = ""display"">broccoli and cauliflower</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Broccoli-Cauliflower-raw.jpg></img>",38.62125122,broccoli and cauliflower,0.425,""""
106,1,"""","""",html-keyboard-response,25,171670,0.0-7.10-0.10,null,null,view_stimuli,"<div class = ""display"">reeses pieces</div>","""","""","""",""""
106,1,"""","""",html-slider-response,26,181032,0.0-7.10-1.10,9357.8,52,rep_rating,"<div class = ""display"">reeses pieces</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Reeses-Pieces.jpg></img>",38.57235059,reeses pieces,0.441860465,""""
106,1,"""","""",html-keyboard-response,27,185052,0.0-7.11-0.11,null,null,view_stimuli,"<div class = ""display"">bell pepper</div>","""","""","""",""""
106,1,"""","""",html-slider-response,28,197346,0.0-7.11-1.11,12289.3,5,rep_rating,"<div class = ""display"">bell pepper</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Red-bell-pepper.jpg></img>",98.99910675,bell pepper,0.674418605,""""
106,1,"""","""",html-keyboard-response,29,201375,0.0-7.12-0.12,null,null,view_stimuli,"<div class = ""display"">carrot sticks</div>","""","""","""",""""
106,1,"""","""",html-slider-response,30,209684,0.0-7.12-1.12,8304.1,8,rep_rating,"<div class = ""display"">carrot sticks</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Carrot-Sticks.jpg></img>",38.74586807,carrot sticks,0.318181818,""""
106,1,"""","""",html-keyboard-response,31,213696,0.0-7.13-0.13,null,null,view_stimuli,"<div class = ""display"">lox</div>","""","""","""",""""
106,1,"""","""",html-slider-response,32,221645,0.0-7.13-1.13,7944.8,0,rep_rating,"<div class = ""display"">lox</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Lox.jpg></img>",90.4649672,lox,0.476190476,""""
106,1,"""","""",html-keyboard-response,33,225665,0.0-7.14-0.14,null,null,view_stimuli,"<div class = ""display"">mozzarella sticks</div>","""","""","""",""""
106,1,"""","""",html-slider-response,34,236076,0.0-7.14-1.14,10405.8,10,rep_rating,"<div class = ""display"">mozzarella sticks</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Mozzarella-sticks-withmarinara-sauce.jpg></img>",62.30431925,mozzarella sticks,0.525,""""
106,1,"""","""",html-keyboard-response,35,240097,0.0-7.15-0.15,null,null,view_stimuli,"<div class = ""display"">roasted potato</div>","""","""","""",""""
106,1,"""","""",html-slider-response,36,244992,0.0-7.15-1.15,4890.2,87,rep_rating,"<div class = ""display"">roasted potato</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Roasted-potato.jpg></img>",66.3448312,roasted potato,0.452380952,""""
106,1,"""","""",html-keyboard-response,37,249008,0.0-7.16-0.16,null,null,view_stimuli,"<div class = ""display"">cherry tomatoes</div>","""","""","""",""""
106,1,"""","""",html-slider-response,38,268490,0.0-7.16-1.16,19476.3,77,rep_rating,"<div class = ""display"">cherry tomatoes</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Cherry-tomatoes.jpg></img>",97.4057652,cherry tomatoes,0.65,""""
106,1,"""","""",html-keyboard-response,39,272520,0.0-7.17-0.17,null,null,view_stimuli,"<div class = ""display"">avocado</div>","""","""","""",""""
106,1,"""","""",html-slider-response,40,276982,0.0-7.17-1.17,4457.1,21,rep_rating,"<div class = ""display"">avocado</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Avocado-green.jpg></img>",58.86958568,avocado,0.547619048,""""
106,1,"""","""",html-keyboard-response,41,281006,0.0-7.18-0.18,null,null,view_stimuli,"<div class = ""display"">chicken noodle soup</div>","""","""","""",""""
106,1,"""","""",html-slider-response,42,285594,0.0-7.18-1.18,4584,93,rep_rating,"<div class = ""display"">chicken noodle soup</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Chicken-noodle-soup-Campbells-Classic.jpg></img>",73.51642642,chicken noodle soup,0.523809524,""""
106,1,"""","""",html-keyboard-response,43,289611,0.0-7.19-0.19,null,null,view_stimuli,"<div class = ""display"">potato chips</div>","""","""","""",""""
106,1,"""","""",html-slider-response,44,294528,0.0-7.19-1.19,4912.8,60,rep_rating,"<div class = ""display"">potato chips</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Potato-chips-Lays.jpg></img>",16.62038565,potato chips,0.577777778,""""
106,1,"""","""",html-keyboard-response,45,298557,0.0-7.20-0.20,null,null,view_stimuli,"<div class = ""display"">hard boiled eggs</div>","""","""","""",""""
106,1,"""","""",html-slider-response,46,304308,0.0-7.20-1.20,5747,98,rep_rating,"<div class = ""display"">hard boiled eggs</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Eggs-hard-boiled.jpg></img>",26.8309691,hard boiled eggs,0.609756098,""""
106,1,"""","""",html-keyboard-response,47,308340,0.0-7.21-0.21,null,null,view_stimuli,"<div class = ""display"">pretzels</div>","""","""","""",""""
106,1,"""","""",html-slider-response,48,316697,0.0-7.21-1.21,8351,84,rep_rating,"<div class = ""display"">pretzels</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Pretzels.jpg></img>",70.47146383,pretzels,0.55,""""
106,1,"""","""",html-keyboard-response,49,320723,0.0-7.22-0.22,null,null,view_stimuli,"<div class = ""display"">mashed potatoes</div>","""","""","""",""""
106,1,"""","""",html-slider-response,50,327339,0.0-7.22-1.22,6611.9,63,rep_rating,"<div class = ""display"">mashed potatoes</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Mashed-potatoes-withbutter.jpg></img>",90.65226432,mashed potatoes,0.476190476,""""
106,1,"""","""",html-keyboard-response,51,331366,0.0-7.23-0.23,null,null,view_stimuli,"<div class = ""display"">mini muffins</div>","""","""","""",""""
106,1,"""","""",html-slider-response,52,338396,0.0-7.23-1.23,7026.7,32,rep_rating,"<div class = ""display"">mini muffins</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Mini-muffins.jpg></img>",73.19947365,mini muffins,0.545454545,""""
106,1,"""","""",html-keyboard-response,53,342426,0.0-7.24-0.24,null,null,view_stimuli,"<div class = ""display"">cheese cubes</div>","""","""","""",""""
106,1,"""","""",html-slider-response,54,347011,0.0-7.24-1.24,4568.7,12,rep_rating,"<div class = ""display"">cheese cubes</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Cheese-cubes-mild-cheddar.jpg></img>",11.71728738,cheese cubes,0.585365854,""""
106,1,"""","""",html-keyboard-response,55,351025,0.0-7.25-0.25,null,null,view_stimuli,"<div class = ""display"">salad</div>","""","""","""",""""
106,1,"""","""",html-slider-response,56,357973,0.0-7.25-1.25,6943,5,rep_rating,"<div class = ""display"">salad</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Lettuce-salad.jpg></img>",38.13495372,salad,0.268292683,""""
106,1,"""","""",html-keyboard-response,57,362005,0.0-7.26-0.26,null,null,view_stimuli,"<div class = ""display"">1% milk</div>","""","""","""",""""
106,1,"""","""",html-slider-response,58,370591,0.0-7.26-1.26,8581.4,0,rep_rating,"<div class = ""display"">1% milk</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/1-milk.jpg></img>",20.99396334,1% milk,0.365853659,""""
106,1,"""","""",html-keyboard-response,59,374619,0.0-7.27-0.27,null,null,view_stimuli,"<div class = ""display"">apple</div>","""","""","""",""""
106,1,"""","""",html-slider-response,60,379113,0.0-7.27-1.27,4490.6,10,rep_rating,"<div class = ""display"">apple</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Apple.jpg></img>",57.50664208,apple,0.609756098,""""
106,1,"""","""",html-keyboard-response,61,383136,0.0-7.28-0.28,null,null,view_stimuli,"<div class = ""display"">m&m's</div>","""","""","""",""""
106,1,"""","""",html-slider-response,62,387089,0.0-7.28-1.28,3948.6,87,rep_rating,"<div class = ""display"">m&m's</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/MM-candies.jpg></img>",42.20806111,m&m's,0.365853659,""""
106,1,"""","""",html-keyboard-response,63,391115,0.0-7.29-0.29,null,null,view_stimuli,"<div class = ""display"">falafel with pita</div>","""","""","""",""""
106,1,"""","""",html-slider-response,64,397434,0.0-7.29-1.29,6314,17,rep_rating,"<div class = ""display"">falafel with pita</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Falafel-withpita.jpg></img>",71.83397156,falafel with pita,0.227272727,""""
106,1,"""","""",html-keyboard-response,65,401461,0.0-7.30-0.30,null,null,view_stimuli,"<div class = ""display"">skittles</div>","""","""","""",""""
106,1,"""","""",html-slider-response,66,407070,0.0-7.30-1.30,5602.6,51,rep_rating,"<div class = ""display"">skittles</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Skittles.jpg></img>",65.31366691,skittles,0.292682927,""""
106,1,"""","""",html-keyboard-response,67,411080,0.0-7.31-0.31,null,null,view_stimuli,"<div class = ""display"">sun chips</div>","""","""","""",""""
106,1,"""","""",html-slider-response,68,420937,0.0-7.31-1.31,9852.5,81,rep_rating,"<div class = ""display"">sun chips</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Sun-Chips.jpg></img>",65.86837435,sun chips,0.404761905,""""
106,1,"""","""",html-keyboard-response,69,424952,0.0-7.32-0.32,null,null,view_stimuli,"<div class = ""display"">celery and carrot sticks</div>","""","""","""",""""
106,1,"""","""",html-slider-response,70,430664,0.0-7.32-1.32,5707.5,90,rep_rating,"<div class = ""display"">celery and carrot sticks</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Celery-Carrot-Sticks.jpg></img>",83.56647316,celery and carrot sticks,0.452380952,""""
106,1,"""","""",html-keyboard-response,71,434674,0.0-7.33-0.33,null,null,view_stimuli,"<div class = ""display"">popsicles</div>","""","""","""",""""
106,1,"""","""",html-slider-response,72,441629,0.0-7.33-1.33,6950.1,65,rep_rating,"<div class = ""display"">popsicles</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Popsicles.jpg></img>",84.17436676,popsicles,0.571428571,""""
106,1,"""","""",html-keyboard-response,73,445654,0.0-7.34-0.34,null,null,view_stimuli,"<div class = ""display"">sweet potato</div>","""","""","""",""""
106,1,"""","""",html-slider-response,74,458623,0.0-7.34-1.34,12964.6,6,rep_rating,"<div class = ""display"">sweet potato</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Sweet-Potato.jpg></img>",8.67675639,sweet potato,0.585365854,""""
106,1,"""","""",html-keyboard-response,75,462651,0.0-7.35-0.35,null,null,view_stimuli,"<div class = ""display"">steak</div>","""","""","""",""""
106,1,"""","""",html-slider-response,76,468056,0.0-7.35-1.35,5402.4,90,rep_rating,"<div class = ""display"">steak</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Steak-T-bone.jpg></img>",66.78481603,steak,0.681818182,""""
106,1,"""","""",html-keyboard-response,77,472084,0.0-7.36-0.36,null,null,view_stimuli,"<div class = ""display"">hummus with pita chips</div>","""","""","""",""""
106,1,"""","""",html-slider-response,78,478216,0.0-7.36-1.36,6127.9,100,rep_rating,"<div class = ""display"">hummus with pita chips</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Tribe-hummus-withpita-chips.jpg></img>",28.10693957,hummus with pita chips,0.536585366,""""
106,1,"""","""",html-keyboard-response,79,482236,0.0-7.37-0.37,null,null,view_stimuli,"<div class = ""display"">shredded wheat with milk</div>","""","""","""",""""
106,1,"""","""",html-slider-response,80,489684,0.0-7.37-1.37,7443.9,91,rep_rating,"<div class = ""display"">shredded wheat with milk</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Shredded-wheat-1-biscuit-with-1-milk.jpg></img>",34.16249428,shredded wheat with milk,0.35,""""
106,1,"""","""",html-keyboard-response,81,493711,0.0-7.38-0.38,null,null,view_stimuli,"<div class = ""display"">cupcakes</div>","""","""","""",""""
106,1,"""","""",html-slider-response,82,503596,0.0-7.38-1.38,9879.6,0,rep_rating,"<div class = ""display"">cupcakes</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Cupcakes-mini-frosted.jpg></img>",92.60987032,cupcakes,0.674418605,""""
106,1,"""","""",html-keyboard-response,83,507620,0.0-7.39-0.39,null,null,view_stimuli,"<div class = ""display"">french fries</div>","""","""","""",""""
106,1,"""","""",html-slider-response,84,513738,0.0-7.39-1.39,6114.5,69,rep_rating,"<div class = ""display"">french fries</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/French-Fries.jpg></img>",75.63968281,french fries,0.390243902,""""
106,1,"""","""",html-keyboard-response,85,517768,0.0-7.40-0.40,null,null,view_stimuli,"<div class = ""display"">ritz crackers</div>","""","""","""",""""
106,1,"""","""",html-slider-response,86,529889,0.0-7.40-1.40,12115,89,rep_rating,"<div class = ""display"">ritz crackers</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Ritz-crackers.jpg></img>",84.84436225,ritz crackers,0.390243902,""""
106,1,"""","""",html-keyboard-response,87,533912,0.0-7.41-0.41,null,null,view_stimuli,"<div class = ""display"">grapefruit</div>","""","""","""",""""
106,1,"""","""",html-slider-response,88,540479,0.0-7.41-1.41,6562.8,0,rep_rating,"<div class = ""display"">grapefruit</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Grapefruit.jpg></img>",60.30682935,grapefruit,0.55,""""
106,1,"""","""",html-keyboard-response,89,544494,0.0-7.42-0.42,null,null,view_stimuli,"<div class = ""display"">hash browns</div>","""","""","""",""""
106,1,"""","""",html-slider-response,90,553653,0.0-7.42-1.42,9155,0,rep_rating,"<div class = ""display"">hash browns</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Hash-browns.jpg></img>",41.07991655,hash browns,0.292682927,""""
106,1,"""","""",html-keyboard-response,91,557669,0.0-7.43-0.43,null,null,view_stimuli,"<div class = ""display"">fruit salad</div>","""","""","""",""""
106,1,"""","""",html-slider-response,92,562812,0.0-7.43-1.43,5138.3,100,rep_rating,"<div class = ""display"">fruit salad</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Fruit-salad.jpg></img>",92.37134602,fruit salad,0.5,""""
106,1,"""","""",html-keyboard-response,93,566844,0.0-7.44-0.44,null,null,view_stimuli,"<div class = ""display"">corn on the cob</div>","""","""","""",""""
106,1,"""","""",html-slider-response,94,575761,0.0-7.44-1.44,8912.1,50,rep_rating,"<div class = ""display"">corn on the cob</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Corn-on-Cob.jpg></img>",84.64594325,corn on the cob,0.547619048,""""
106,1,"""","""",html-keyboard-response,95,579804,0.0-7.45-0.45,null,null,view_stimuli,"<div class = ""display"">popcorn</div>","""","""","""",""""
106,1,"""","""",html-slider-response,96,587319,0.0-7.45-1.45,7514,11,rep_rating,"<div class = ""display"">popcorn</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Air-popped-popcorn.jpg></img>",95.28230164,popcorn,0.292682927,""""
106,1,"""","""",html-keyboard-response,97,591344,0.0-7.46-0.46,null,null,view_stimuli,"<div class = ""display"">egg salad</div>","""","""","""",""""
106,1,"""","""",html-slider-response,98,596891,0.0-7.46-1.46,5542.5,86,rep_rating,"<div class = ""display"">egg salad</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Egg-salad.jpg></img>",34.636789,egg salad,0.23255814,""""
106,1,"""","""",html-keyboard-response,99,600926,0.0-7.47-0.47,null,null,view_stimuli,"<div class = ""display"">lollipops</div>","""","""","""",""""
106,1,"""","""",html-slider-response,100,615341,0.0-7.47-1.47,14410.2,45,rep_rating,"<div class = ""display"">lollipops</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Lollipops.jpg></img>",78.55009298,lollipops,0.727272727,""""
106,1,"""","""",html-keyboard-response,101,619365,0.0-7.48-0.48,null,null,view_stimuli,"<div class = ""display"">sushi</div>","""","""","""",""""
106,1,"""","""",html-slider-response,102,647247,0.0-7.48-1.48,27879.7,0,rep_rating,"<div class = ""display"">sushi</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Sushi-with-condiments.jpg></img>",26.51773479,sushi,0.475,""""
106,1,"""","""",html-keyboard-response,103,651284,0.0-7.49-0.49,null,null,view_stimuli,"<div class = ""display"">grilled chicken strips</div>","""","""","""",""""
106,1,"""","""",html-slider-response,104,659627,0.0-7.49-1.49,8338.6,80,rep_rating,"<div class = ""display"">grilled chicken strips</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Grilled-chicken-strips.jpg></img>",96.53995623,grilled chicken strips,0.414634146,""""
106,1,"""","""",html-keyboard-response,105,663647,0.0-7.50-0.50,null,null,view_stimuli,"<div class = ""display"">croissant</div>","""","""","""",""""
106,1,"""","""",html-slider-response,106,672724,0.0-7.50-1.50,9072.6,100,rep_rating,"<div class = ""display"">croissant</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Croissant-plain.jpg></img>",2.213498271,croissant,0.55,""""
106,1,"""","""",html-keyboard-response,107,676748,0.0-7.51-0.51,null,null,view_stimuli,"<div class = ""display"">pizza</div>","""","""","""",""""
106,1,"""","""",html-slider-response,108,690657,0.0-7.51-1.51,13906.4,22,rep_rating,"<div class = ""display"">pizza</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Pizza-restaurant.jpg></img>",4.360198679,pizza,0.860465116,""""
106,1,"""","""",html-keyboard-response,109,694681,0.0-7.52-0.52,null,null,view_stimuli,"<div class = ""display"">yogurt pretzels</div>","""","""","""",""""
106,1,"""","""",html-slider-response,110,699312,0.0-7.52-1.52,4626.8,74,rep_rating,"<div class = ""display"">yogurt pretzels</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Yogurt-pretzels.jpg></img>",91.12428314,yogurt pretzels,0.536585366,""""
106,1,"""","""",html-keyboard-response,111,703327,0.0-7.53-0.53,null,null,view_stimuli,"<div class = ""display"">granola with milk</div>","""","""","""",""""
106,1,"""","""",html-slider-response,112,707936,0.0-7.53-1.53,4602,93,rep_rating,"<div class = ""display"">granola with milk</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Granola-with-whole-milk.jpg></img>",56.07790267,granola with milk,0.377777778,""""
106,1,"""","""",html-keyboard-response,113,711959,0.0-7.54-0.54,null,null,view_stimuli,"<div class = ""display"">pop tarts</div>","""","""","""",""""
106,1,"""","""",html-slider-response,114,716036,0.0-7.54-1.54,4069.8,82,rep_rating,"<div class = ""display"">pop tarts</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Pop-Tart-strawberry-frosted.jpg></img>",68.38475214,pop tarts,0.380952381,""""
106,1,"""","""",html-keyboard-response,115,720057,0.0-7.55-0.55,null,null,view_stimuli,"<div class = ""display"">sour patch kids</div>","""","""","""",""""
106,1,"""","""",html-slider-response,116,727221,0.0-7.55-1.55,7158.6,74,rep_rating,"<div class = ""display"">sour patch kids</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Sour-patch-kids-candy.jpg></img>",20.37737466,sour patch kids,0.476190476,""""
106,1,"""","""",html-keyboard-response,117,731242,0.0-7.56-0.56,null,null,view_stimuli,"<div class = ""display"">pear</div>","""","""","""",""""
106,1,"""","""",html-slider-response,118,738138,0.0-7.56-1.56,6891.5,66,rep_rating,"<div class = ""display"">pear</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Pear.jpg></img>",94.87896458,pear,0.35,""""
106,1,"""","""",html-keyboard-response,119,742174,0.0-7.57-0.57,null,null,view_stimuli,"<div class = ""display"">grilled salmon</div>","""","""","""",""""
106,1,"""","""",html-slider-response,120,747965,0.0-7.57-1.57,5787.1,99,rep_rating,"<div class = ""display"">grilled salmon</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Salmon-grilled.jpg></img>",72.21809021,grilled salmon,0.261904762,""""
106,1,"""","""",html-keyboard-response,121,752001,0.0-7.58-0.58,null,null,view_stimuli,"<div class = ""display"">white bread</div>","""","""","""",""""
106,1,"""","""",html-slider-response,122,757647,0.0-7.58-1.58,5640.1,82,rep_rating,"<div class = ""display"">white bread</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/White-Bread-Pepperidge-Farm-Hearty-White.jpg></img>",61.27558755,white bread,0.475,""""
106,1,"""","""",html-keyboard-response,123,761670,0.0-7.59-0.59,null,null,view_stimuli,"<div class = ""display"">bagel with cream cheese</div>","""","""","""",""""
106,1,"""","""",html-slider-response,124,771483,0.0-7.59-1.59,9809,15,rep_rating,"<div class = ""display"">bagel with cream cheese</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Bagel-cream-cheese.jpg></img>",49.21741904,bagel with cream cheese,0.340909091,""""
106,1,"""","""",html-keyboard-response,125,775504,0.0-7.60-0.60,null,null,view_stimuli,"<div class = ""display"">granola bar</div>","""","""","""",""""
106,1,"""","""",html-slider-response,126,781318,0.0-7.60-1.60,5807.4,38,rep_rating,"<div class = ""display"">granola bar</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Granola-bar-Nature-Valley-Crunchy.jpg></img>",61.66071282,granola bar,0.285714286,""""
106,1,"""","""",html-keyboard-response,127,785355,0.0-7.61-0.61,null,null,view_stimuli,"<div class = ""display"">peanut butter with banana</div>","""","""","""",""""
106,1,"""","""",html-slider-response,128,793578,0.0-7.61-1.61,8217.5,0,rep_rating,"<div class = ""display"">peanut butter with banana</div><br><br><img src =https://voices.uchicago.edu/bakkourlab/files/2019/04/Peanut-butter-1.5-oz-wt-withbanana-small.jpg></img>",13.85695652,peanut butter with banana,0.681818182,""""
106,1,"""","""",html-keyboard-response,129,797606,0.0-7.62-0.62,null,null,view_stimuli,"<div class = ""display"">kit kat</div>","""","""","""",""""
