image,stimulus,url,food.item
Kettle-Corn-Cracker-Jacks.jpg,kettlecorn,https://voices.uchicago.edu/bakkourlab/files/2019/04/Kettle-Corn-Cracker-Jacks.jpg,kettle corn
Kit-Kat.jpg,kitkat,https://voices.uchicago.edu/bakkourlab/files/2019/04/Kit-Kat.jpg,kit kat
Kiwi.jpg,kiwi,https://voices.uchicago.edu/bakkourlab/files/2019/04/Kiwi.jpg,kiwi
Lettuce-salad.jpg,lettucesalad,https://voices.uchicago.edu/bakkourlab/files/2019/04/Lettuce-salad.jpg,salad
Lollipops.jpg,lollipops,https://voices.uchicago.edu/bakkourlab/files/2019/04/Lollipops.jpg,lollipops
Lox.jpg,lox,https://voices.uchicago.edu/bakkourlab/files/2019/04/Lox.jpg,lox
Lucky-Charms-with-1-milk.jpg,luckycharms,https://voices.uchicago.edu/bakkourlab/files/2019/04/Lucky-Charms-with-1-milk.jpg,lucky charms with milk
Mac-and-cheese-Stouffers.jpg,mac & cheese,https://voices.uchicago.edu/bakkourlab/files/2019/04/Mac-and-cheese-Stouffers.jpg,mac and cheese
Mango.jpg,mango,https://voices.uchicago.edu/bakkourlab/files/2019/04/Mango.jpg,mango
Mashed-potatoes-withbutter.jpg,mashed potato,https://voices.uchicago.edu/bakkourlab/files/2019/04/Mashed-potatoes-withbutter.jpg,mashed potatoes
Melba-Toast-rye-Old-London.jpg,melbatoastcrackers,https://voices.uchicago.edu/bakkourlab/files/2019/04/Melba-Toast-rye-Old-London.jpg,melba toast
Minestrone-Soup-chunky-.jpg,soup with spoon,https://voices.uchicago.edu/bakkourlab/files/2019/04/Minestrone-Soup-chunky-.jpg,minestrone soup
Mini-muffins.jpg,mini muffins,https://voices.uchicago.edu/bakkourlab/files/2019/04/Mini-muffins.jpg,mini muffins
MM-candies.jpg,m_and_m,https://voices.uchicago.edu/bakkourlab/files/2019/04/MM-candies.jpg,m&m's
Mozzarella-sticks-withmarinara-sauce.jpg,mozarella sticks,https://voices.uchicago.edu/bakkourlab/files/2019/04/Mozzarella-sticks-withmarinara-sauce.jpg,mozzarella sticks
Mushrooms-raw.jpg,mushrooms,https://voices.uchicago.edu/bakkourlab/files/2019/04/Mushrooms-raw.jpg,mushrooms
Olives-green-withpimento.jpg,olives,https://voices.uchicago.edu/bakkourlab/files/2019/04/Olives-green-withpimento.jpg,olives
Omelet-plain.jpg,omelette,https://voices.uchicago.edu/bakkourlab/files/2019/04/Omelet-plain.jpg,omelet
Orange-sliced.jpg,orange slices,https://voices.uchicago.edu/bakkourlab/files/2019/04/Orange-sliced.jpg,orange
Oreos.jpg,oreos,https://voices.uchicago.edu/bakkourlab/files/2019/04/Oreos.jpg,oreos
Peach.jpg,peaches,https://voices.uchicago.edu/bakkourlab/files/2019/04/Peach.jpg,peach
Peanut-butter-1.5-oz-wt-withbanana-small.jpg,peanutbutterwithbanana,https://voices.uchicago.edu/bakkourlab/files/2019/04/Peanut-butter-1.5-oz-wt-withbanana-small.jpg,peanut butter with banana
Peanut-Butter-Ritz-Bits-Crackers.jpg,peanutbutterritz,https://voices.uchicago.edu/bakkourlab/files/2019/04/Peanut-Butter-Ritz-Bits-Crackers.jpg,peanut butter ritz crackers
Peanut-butter.jpg,PB,https://voices.uchicago.edu/bakkourlab/files/2019/04/Peanut-butter.jpg,peanut butter
Pear.jpg,pear,https://voices.uchicago.edu/bakkourlab/files/2019/04/Pear.jpg,pear
Pickles-dill.jpg,pickles,https://voices.uchicago.edu/bakkourlab/files/2019/04/Pickles-dill.jpg,pickles
Pizza-restaurant.jpg,pizza,https://voices.uchicago.edu/bakkourlab/files/2019/04/Pizza-restaurant.jpg,pizza
Pop-Tart-strawberry-frosted.jpg,poptarts,https://voices.uchicago.edu/bakkourlab/files/2019/04/Pop-Tart-strawberry-frosted.jpg,pop tarts
Popsicles.jpg,popsicles,https://voices.uchicago.edu/bakkourlab/files/2019/04/Popsicles.jpg,popsicles
Potato-chips-Lays.jpg,potatochips,https://voices.uchicago.edu/bakkourlab/files/2019/04/Potato-chips-Lays.jpg,potato chips
Pretzels.jpg,Pretzels,https://voices.uchicago.edu/bakkourlab/files/2019/04/Pretzels.jpg,pretzels
Raisin-Bran-with-whole-milk.jpg,raisin bran w milk,https://voices.uchicago.edu/bakkourlab/files/2019/04/Raisin-Bran-with-whole-milk.jpg,raisin bran with milk
Raisins.jpg,raisins,https://voices.uchicago.edu/bakkourlab/files/2019/04/Raisins.jpg,raisins
Raspberries.jpg,raspberries,https://voices.uchicago.edu/bakkourlab/files/2019/04/Raspberries.jpg,raspberries
Red-bell-pepper.jpg,redbellpepper,https://voices.uchicago.edu/bakkourlab/files/2019/04/Red-bell-pepper.jpg,bell pepper
Reeses-Peanut-butter-cups.jpg,reeses,https://voices.uchicago.edu/bakkourlab/files/2019/04/Reeses-Peanut-butter-cups.jpg,reeses peanut butter cups
Reeses-Pieces.jpg,reesespieces,https://voices.uchicago.edu/bakkourlab/files/2019/04/Reeses-Pieces.jpg,reeses pieces
Rice-Beans.jpg,yellow rice_beans,https://voices.uchicago.edu/bakkourlab/files/2019/04/Rice-Beans.jpg,rice and beans
Rice-Cakes.jpg,rice cakes,https://voices.uchicago.edu/bakkourlab/files/2019/04/Rice-Cakes.jpg,rice cakes
Rigatoni-plain.jpg,rigatoni,https://voices.uchicago.edu/bakkourlab/files/2019/04/Rigatoni-plain.jpg,plain rigatoni
Rigatoni-withtomato-sauce.jpg,rigatoni and sauce,https://voices.uchicago.edu/bakkourlab/files/2019/04/Rigatoni-withtomato-sauce.jpg,rigatoni and sauce
Ritz-crackers.jpg,ritz,https://voices.uchicago.edu/bakkourlab/files/2019/04/Ritz-crackers.jpg,ritz crackers
Roasted-potato.jpg,roastedpotatoes,https://voices.uchicago.edu/bakkourlab/files/2019/04/Roasted-potato.jpg,roasted potato
Salad-Spicy-Chicken-Caesar-Wendys-no-dressing.jpg,salad w chicken,https://voices.uchicago.edu/bakkourlab/files/2019/04/Salad-Spicy-Chicken-Caesar-Wendys-no-dressing.jpg,spicy chicken caesar salad
Salami.jpg,salami,https://voices.uchicago.edu/bakkourlab/files/2019/04/Salami.jpg,salami
Salmon-grilled.jpg,salmon,https://voices.uchicago.edu/bakkourlab/files/2019/04/Salmon-grilled.jpg,grilled salmon
Saltine-crackers.jpg,saltines,https://voices.uchicago.edu/bakkourlab/files/2019/04/Saltine-crackers.jpg,saltine crackers
Seaweed-dehydrated.jpg,seaweed,https://voices.uchicago.edu/bakkourlab/files/2019/04/Seaweed-dehydrated.jpg,seaweed
Shredded-wheat-1-biscuit-with-1-milk.jpg,shreddedwheatwithmilk,https://voices.uchicago.edu/bakkourlab/files/2019/04/Shredded-wheat-1-biscuit-with-1-milk.jpg,shredded wheat with milk
Skim-milk.jpg,Skim milk,https://voices.uchicago.edu/bakkourlab/files/2019/04/Skim-milk.jpg,skim milk
Skittles.jpg,skittles,https://voices.uchicago.edu/bakkourlab/files/2019/04/Skittles.jpg,skittles
Sour-patch-kids-candy.jpg,sour patch,https://voices.uchicago.edu/bakkourlab/files/2019/04/Sour-patch-kids-candy.jpg,sour patch kids
Soy-crisps.jpg,soy chips,https://voices.uchicago.edu/bakkourlab/files/2019/04/Soy-crisps.jpg,soy crisps
Steak-T-bone.jpg,steak,https://voices.uchicago.edu/bakkourlab/files/2019/04/Steak-T-bone.jpg,steak
Strawberries.jpg,strawberries,https://voices.uchicago.edu/bakkourlab/files/2019/04/Strawberries.jpg,strawberries
String-cheese.jpg,string cheese,https://voices.uchicago.edu/bakkourlab/files/2019/04/String-cheese.jpg,string cheese
Sun-Chips.jpg,sunchips,https://voices.uchicago.edu/bakkourlab/files/2019/04/Sun-Chips.jpg,sun chips
Sushi-with-condiments.jpg,sushi w_condiments,https://voices.uchicago.edu/bakkourlab/files/2019/04/Sushi-with-condiments.jpg,sushi
Swedish-Fish.jpg,swedishfish,https://voices.uchicago.edu/bakkourlab/files/2019/04/Swedish-Fish.jpg,swedish fish
Sweet-Potato.jpg,sweetpotato,https://voices.uchicago.edu/bakkourlab/files/2019/04/Sweet-Potato.jpg,sweet potato
Taco-beef-Taco-Bell-soft-supreme-.jpg,tacos,https://voices.uchicago.edu/bakkourlab/files/2019/04/Taco-beef-Taco-Bell-soft-supreme-.jpg,tacos
Trail-mix.jpg,trail mix,https://voices.uchicago.edu/bakkourlab/files/2019/04/Trail-mix.jpg,trail mix
Tribe-hummus-withpita-chips.jpg,Tribe humus pita,https://voices.uchicago.edu/bakkourlab/files/2019/04/Tribe-hummus-withpita-chips.jpg,hummus with pita chips
Triscuit.jpg,triscuits,https://voices.uchicago.edu/bakkourlab/files/2019/04/Triscuit.jpg,triscuit
Tuna-white-albacore-in-water-Bumble-Bee.jpg,tuna,https://voices.uchicago.edu/bakkourlab/files/2019/04/Tuna-white-albacore-in-water-Bumble-Bee.jpg,tuna
Turkey-breast-Oscar-Mayer-Deli-Select.jpg,turkeydelimeat,https://voices.uchicago.edu/bakkourlab/files/2019/04/Turkey-breast-Oscar-Mayer-Deli-Select.jpg,turkey breast
Turkey-on-roll-with-lettuce-and-tomato.jpg,turkey sandwich,https://voices.uchicago.edu/bakkourlab/files/2019/04/Turkey-on-roll-with-lettuce-and-tomato.jpg,turkey sub
Turkey-sandwich-roll-with-lettuce-and-tomato.jpg,turkeysandwich,https://voices.uchicago.edu/bakkourlab/files/2019/04/Turkey-sandwich-roll-with-lettuce-and-tomato.jpg,turkey sandwich
Veggies-with-ranch-dip-Lays.jpg,veggieswithdip,https://voices.uchicago.edu/bakkourlab/files/2019/04/Veggies-with-ranch-dip-Lays.jpg,veggies with ranch dip
Wheat-Bread-Pepperidge-Farm-100-WW.jpg,wheatbread,https://voices.uchicago.edu/bakkourlab/files/2019/04/Wheat-Bread-Pepperidge-Farm-100-WW.jpg,wheat bread
White-Bread-Pepperidge-Farm-Hearty-White.jpg,whitebread,https://voices.uchicago.edu/bakkourlab/files/2019/04/White-Bread-Pepperidge-Farm-Hearty-White.jpg,white bread
Whole-milk.jpg,Whole milk,https://voices.uchicago.edu/bakkourlab/files/2019/04/Whole-milk.jpg,whole milk
Yellow-popcorn.jpg,yellow popcorn,https://voices.uchicago.edu/bakkourlab/files/2019/04/Yellow-popcorn.jpg,buttered popcorn
Yogurt-pretzels.jpg,yogurt pretzels,https://voices.uchicago.edu/bakkourlab/files/2019/04/Yogurt-pretzels.jpg,yogurt pretzels
Yogurt-with-granola-strawberries.jpg,yogurt no spoon,https://voices.uchicago.edu/bakkourlab/files/2019/04/Yogurt-with-granola-strawberries.jpg,yogurt with granola & strawberries
